,X.1,Title,Studio,calWeeklyGross,totTheatreCount,totGross,totBudget,WeeksOn,startYear,startWeek,X,Search,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,IMDBRating,RTRating,Metacritic,IMDBVotes,imdbID,Type,DVD,Production,Website
45,45,7 From Etheria,PDF,1000,1,1000,         NA,1,2017,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,46,7 Witches,Indic.,31400,16,31300,         NA,9,2017,16,35,7 Witches,NA,NOT RATED,14/04/2017,75 min,"Horror, Thriller",Brady Hall,"Ed Dougherty, Brady Hall","Persephone Apostolou, Danika Golombek, Megan Hensley, Macall Gordon","Carnage, death, and despair await the ignoble remnants of a persecuted family who assemble for the wedding of their daughter on the eve of an evil 100-year-old curse.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjQ2NTkzNDA4N15BMl5BanBnXkFtZTgwMDI2NjU4MTI@._V1_SX300.jpg,36,NA,NA,596,tt4424722,movie,9/05/2017,Indican Pictures,http://www.7witchesfilm.com/
47,47,78/52: Hitchcock's Shower Scene,IFC,37900,48,38000,         NA,5,2017,41,36,78/52: Hitchcock's Shower Scene,NA,NOT RATED,13/10/2017,91 min,Documentary,Alexandre O. Philippe,Alexandre O. Philippe,"Marli Renfro, Alfred Hitchcock, Tere Carrubba, Alan Barnette","An unprecedented look at the iconic shower scene in Alfred Hitchcock's Psycho (1960), the ""man behind the curtain"", and the screen murder that profoundly changed the course of world cinema.",English,USA,1 win & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMTg2NjMzMDAxMl5BMl5BanBnXkFtZTgwMDkxOTY0MzI@._V1_SX300.jpg,73,89,74,1608,tt4372240,movie,13/10/2017,IFC Films,N/A
48,48,90 Minutes in Heaven,Gold.,5399900,2506,5156400,500000,7,2015,37,37,90 Minutes in Heaven,NA,PG-13,11/09/2015,121 min,Drama,Michael Polish,"Michael Polish (screenplay by), Don Piper (based on the book by), Cecil Murphey (based on the book by)","Hayden Christensen, Kate Bosworth, Hudson Meek, Bobby Batson","A man involved in a horrific car crash is pronounced dead, only to come back to life an hour and a half later, claiming to have seen Heaven.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjE5ODE3Mjc1MF5BMl5BanBnXkFtZTgwNzAwMzAyNjE@._V1_SX300.jpg,48,24,28,2822,tt4337690,movie,1/12/2015,Samuel Goldwyn Films,http://www.90minutesinheaventhemovie.com/
49,49,93Queen,Abr.,44800,5,44900,         NA,3,2018,29,38,93Queen,NA,N/A,1/01/2018,90 min,Documentary,Paula Eiselt,N/A,N/A,93QUEEN follows a group of tenacious Hasidic women who are shattering the glass ceiling in their Hasidic Brooklyn neighborhood by creating the first all-female volunteer ambulance corps in NYC.,English,USA,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BNjc4OWVlY2YtYTczOS00MzVkLTk4NWItODE1Y2ZiODAwZmNmXkEyXkFqcGdeQXVyNTM4MDI5NDU@._V1_SX300.jpg,NA,89,NA,NA,tt7235016,movie,NA,Abramorama,https://www.93queen.com
50,50,99 Homes,BG,1504600,1156,1504400,800000,9,2015,39,39,99 Homes,NA,R,9/10/2015,112 min,Drama,Ramin Bahrani,"Ramin Bahrani (story by), Bahareh Azimi (story by), Ramin Bahrani (screenplay by), Amir Naderi (screenplay by)","Michael Shannon, Douglas M. Griffin, Randy Austin, Carl Palmer",A recently unemployed single father struggles to get back his foreclosed home by working for the real estate broker who is the source of his frustration.,English,USA,Nominated for 1 Golden Globe. Another 12 wins & 23 nominations.,https://m.media-amazon.com/images/M/MV5BMTgyODExMDc0M15BMl5BanBnXkFtZTgwMjY2ODg4NTE@._V1_SX300.jpg,71,92,76,24991,tt2891174,movie,9/02/2016,Broad Green Pictures,http://www.99homesmovie.com
51,51,A Aa,BSC,2456100,325,2456100,         NA,2,2016,22,40,A Aa,NA,N/A,3/06/2016,152 min,"Comedy, Drama, Romance",Trivikram Srinivas,"Trivikram Srinivas (story), Trivikram Srinivas (screenplay), Yaddanapoodi Sulochana Rani (original story), Vedula Ravi Kiran (script coordinator)","Nithiin, Samantha Ruth Prabhu, Anupama Parameshwaran, Nadia Moidu",Anand and Anasuya meet each other on a train ride. The two eventually fall in love and have to fight for their relationship.,Telugu,India,3 wins & 5 nominations.,https://ia.media-imdb.com/images/M/MV5BYzE0OTgyZjgtYzUxNC00NDRiLTlhZTQtZTQyOTUwNTQwNjg4XkEyXkFqcGdeQXVyNTE0NDY5Njc@._V1_SX300.jpg,70,NA,NA,1124,tt5684466,movie,NA,Haarika & Hassine Creations,http://aaatelugumovie.in/
52,52,A Bad Moms Christmas,STX,72818400,22117,72976600,2800000,9,2017,43,41,A Bad Moms Christmas,NA,R,1/11/2017,104 min,"Adventure, Comedy","Jon Lucas, Scott Moore","Jon Lucas, Scott Moore","Mila Kunis, Kristen Bell, Kathryn Hahn, Christine Baranski","As their own mothers drop in unexpectedly, our three under-appreciated and over-burdened moms rebel against the challenges and expectations of the Super Bowl for mothers: Christmas.","English, Japanese","USA, China",1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTUwNTA4MDMxNl5BMl5BanBnXkFtZTgwMjE4NjQ0MzI@._V1_SX300.jpg,55,29,42,24606,tt6359956,movie,6/02/2018,STXfilms,http://badmomsxmas.com
53,53,A Ballerina's Tale,IFC,100700,54,100800,         NA,5,2015,42,42,A Ballerina's Tale,NA,UNRATED,14/10/2015,85 min,Documentary,Nelson George,N/A,"Misty Copeland, Deirdre Kelly, Susan Fales-Hill, Leyla Fayyaz","A feature documentary on African American ballerina Misty Copeland that examines her prodigious rise, her potentially career ending injury alongside themes of race and body image in the elite ballet world.",English,USA,1 win & 1 nomination.,https://ia.media-imdb.com/images/M/MV5BMTk5NjE3NjgzMF5BMl5BanBnXkFtZTgwNzk1OTc3NzE@._V1_SX300.jpg,64,76,55,543,tt4504040,movie,NA,Romance Productions Inc.,http://www.aballerinastale.com/
54,54,A Beautiful Now,Mont.,NA,11,1800,         NA,7,2016,36,43,A Beautiful Now,NA,R,2/09/2016,90 min,"Comedy, Drama, Music",Daniela Amavia,"Daniela Amavia, Daniela Amavia","Abigail Spencer, Cheyenne Jackson, Collette Wolfe, Elena Satine",A beautiful dancer balances on the razor's edge between reality and fantasy as she asks her friends to help her figure out the passions and relationship that have shaped who they are and who they will become.,English,USA,1 win & 1 nomination.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1NTgwMzM0Ml5BMl5BanBnXkFtZTgwODI3NTE2OTE@._V1_SX300.jpg,57,NA,NA,27,tt2611160,movie,18/10/2016,Unified Pictures,N/A
55,55,A Beautiful Planet,Imax,15460200,2717,14806900,         NA,99,2016,18,44,A Beautiful Planet,NA,G,29/04/2016,45 min,Documentary,Toni Myers,Toni Myers,Jennifer Lawrence,An exploration of Earth and beyond as seen from the International Space Station. Narrated by Jennifer Lawrence.,English,USA,1 win & 1 nomination.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzMjAxMzg5M15BMl5BanBnXkFtZTgwNjIxNjk5NzE@._V1_SX300.jpg,76,100,75,485,tt2800050,movie,NA,Walt Disney,http://abeautifulplanet.imax.com/
56,56,A Beginner's Guide to Snuff,Indic.,21800,17,21800,         NA,9,2017,25,45,A Beginner's Guide to Snuff,NA,UNRATED,4/03/2016,87 min,"Comedy, Horror, Thriller",Mitchell Altieri,"Cory Knauf, Adam Weis, Mitchell Altieri, Cory Knauf (story), Phil Flores (story), Mitchell Altieri (story)","Joey Kern, Luke Edwards, Bree Williamson, Brad Greenquist","""A Beginners Guide To Snuff"" is a pitch black comedy thriller in the vein of early Coen Brothers films.",English,USA,3 wins & 2 nominations.,https://ia.media-imdb.com/images/M/MV5BYTkwZWRlMDctYzBmOS00OTA4LWE3NzgtOTQ4ZDNhNGNkNDJlXkEyXkFqcGdeQXVyMTQ2OTU2OTQ@._V1_SX300.jpg,55,NA,NA,125,tt4058122,movie,NA,Indican Pictures,N/A
57,57,A Bigger Splash,FoxS,2150100,892,2204900,         NA,9,2016,18,46,A Bigger Splash,NA,R,13/05/2016,125 min,"Drama, Thriller",Luca Guadagnino,"David Kajganich (screenplay by), Jacques Deray (movie ""La piscine""), Alain Page (original screenplay)","Tilda Swinton, Matthias Schoenaerts, Ralph Fiennes, Dakota Johnson",The vacation of a famous rock star and her boyfriend in Italy is disrupted by the unexpected visit of an old friend and his daughter.,"English, Italian","Italy, France",4 wins & 17 nominations.,https://m.media-amazon.com/images/M/MV5BMTkxNzk3NzMwN15BMl5BanBnXkFtZTgwODc3ODQ4NzE@._V1_SX300.jpg,64,NA,74,20686,tt2056771,movie,NA,N/A,N/A
58,58,A Bit of Bad Luck,Indic.,19200,21,19100,         NA,9,2016,20,47,A Bit of Bad Luck,NA,NOT RATED,NA,86 min,"Comedy, Drama, Thriller",John Fuhrman,"John Fuhrman (story), John Fuhrman, John Fuhrman","Cary Elwes, Lance Rosen, Teri Polo, John Carlson",A wealthy heiress to a lumber company finds a diabolical way to get back at her sleazy husband for his constant affairs.,English,USA,5 wins.,https://ia.media-imdb.com/images/M/MV5BMTcwMjEyMTM4MF5BMl5BanBnXkFtZTgwMjQ2Mjc2MTE@._V1_SX300.jpg,49,NA,NA,223,tt2406306,movie,NA,Indican Pictures,http://www.facebook.com/pages/A-Bit-of-Bad-Luck/364360180280492?ref=ts&fref=ts
59,59,A Borrowed Identity,Strand,316200,119,311500,         NA,9,2015,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,60,A Boy Called Po,Free,4700,10,4700,         NA,1,2017,35,48,A Boy Called Po,NA,PG,1/09/2017,95 min,"Drama, Fantasy",John Asher,"Colin Goldman (screenplay), Colin Goldman (story), Steve C. Roberts (story)","Christopher Gorham, Julian Feder, Kaitlin Doubleday, Andrew Bowen","After his wife dies of cancer, an overworked engineer struggles to care for his son with autism. His son in response to bullying regresses into a fantasy world escape.",English,USA,11 wins & 2 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMThhYjFjMzctN2U1OS00OTEyLTk0MDMtNjczNDEyMjVmYzI2XkEyXkFqcGdeQXVyMTM2MzgyOTU@._V1_SX300.jpg,76,NA,47,807,tt1401621,movie,NA,N/A,N/A
61,61,A Brilliant Young Mind,Gold.,169500,61,164000,         NA,5,2015,37,49,A Brilliant Young Mind,NA,PG-13,11/09/2015,111 min,"Drama, Romance",Morgan Matthews,James Graham,"Asa Butterfield, Rafe Spall, Sally Hawkins, Eddie Marsan",A socially awkward teenage math prodigy finds new confidence and new friendships when he lands a spot on the British squad at the International Mathematics Olympiad.,English,UK,4 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BMjAxMjkxODc0N15BMl5BanBnXkFtZTgwNzU4NDY1MzE@._V1_SX300.jpg,72,86,65,24005,tt3149038,movie,26/01/2016,Samuel Goldwyn Films,http://www.xplusymovie.com/
62,62,A Ciambra,IFC,31300,14,31400,         NA,4,2018,3,50,A Ciambra,NA,N/A,26/01/2018,118 min,Drama,Jonas Carpignano,Jonas Carpignano,"Pio Amato, Koudous Seihon, Damiano Amato, Francesco Pio Amato","In A CIAMBRA, a small Romani community in Calabria, Pio Amato is desperate to grow up fast. At 14, he drinks, smokes and is one of the few to easily slide between the region's factions - ...",Italian,"Italy, Brazil, Germany, France, Sweden, USA",9 wins & 12 nominations.,https://m.media-amazon.com/images/M/MV5BNzNkZjA3ZWItNmE2ZS00MzM1LTllNTItMWM1MzkwYjViZDQ3XkEyXkFqcGdeQXVyMjY4MjAwNTM@._V1_SX300.jpg,70,88,70,1027,tt6802896,movie,10/07/2018,IFC Films,http://aciambra.com
63,63,A Coffee in Berlin,MBox,139200,62,172400,         NA,9,2014,26,51,A Coffee in Berlin,NA,NOT RATED,13/06/2014,86 min,"Comedy, Drama",Jan Ole Gerster,Jan Ole Gerster (screenplay),"Tom Schilling, Katharina Schüttler, Justus von Dohnányi, Andreas Schröders",An aimless university dropout attempts to make sense of life as he spends one fateful day wandering the streets of Berlin.,"German, English",Germany,25 wins & 22 nominations.,https://m.media-amazon.com/images/M/MV5BNDgzOTQxNzU1MV5BMl5BanBnXkFtZTgwNzE3MzM4MTE@._V1_SX300.jpg,74,73,63,12796,tt1954701,movie,21/10/2014,Music Box Films,http://www.musicboxfilms.com/a-coffee-in-berlin-movies-79.php
64,64,A Cure for Wellness,Fox,8501300,5541,8501300,4000000,5,2017,7,52,A Cure for Wellness,NA,R,17/02/2017,146 min,"Drama, Fantasy, Horror",Gore Verbinski,"Justin Haythe (screenplay by), Justin Haythe (story by), Gore Verbinski (story by)","Dane DeHaan, Jason Isaacs, Mia Goth, Ivo Nandi","An ambitious young executive is sent to retrieve his company's CEO from an idyllic but mysterious ""wellness center"" at a remote location in the Swiss Alps, but soon suspects that the spa's treatments are not what they seem.","English, German","USA, Germany",4 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMTg5Njg1MzIwNl5BMl5BanBnXkFtZTgwNDU1NjczMDI@._V1_SX300.jpg,64,41,47,62926,tt4731136,movie,6/06/2017,20th Century Fox,http://www.acureforwellness.com
65,65,A Different American Dream,FRun,1200,1,1200,         NA,1,2017,1,53,A Different American Dream,NA,N/A,1/03/2016,84 min,Documentary,Simon Brook,"Simon Brook, Jane Wells",N/A,In North Dakota an Indian nation finds itself at a critical moment in its long history. The Three Affiliated Tribes face catastrophic damage to their land and culture as a result of the recent oil boom on the Fort Berthold Reservation.,English,"France, USA",N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BNWZiZGVlZTMtZWQ5ZS00NTQ2LWI5ZTEtN2VhOWVjNzhhN2E4XkEyXkFqcGdeQXVyNjc1MTEzMDk@._V1_SX300.jpg,76,NA,NA,5,tt5095472,movie,NA,N/A,N/A
66,66,A Dog's Purpose,Uni.,67633900,18021,66815100,2200000,9,2017,4,54,A Dog's Purpose,NA,PG,27/01/2017,100 min,"Adventure, Comedy, Drama",Lasse Hallström,"W. Bruce Cameron (screenplay), Cathryn Michon (screenplay), Audrey Wells (screenplay), Maya Forbes (screenplay), Wallace Wolodarsky (screenplay), W. Bruce Cameron (based on the novel by)","Josh Gad, Dennis Quaid, Peggy Lipton, Bryce Gheisar",A dog looks to discover his purpose in life over the course of several lifetimes and owners.,English,"USA, India",3 nominations.,https://m.media-amazon.com/images/M/MV5BNDQ4NjkxNzgzN15BMl5BanBnXkFtZTgwMjAzODQ4OTE@._V1_SX300.jpg,70,33,43,45344,tt1753383,movie,2/05/2017,Amblin Entertainment,http://www.adogspurposemovie.com/
67,67,A Fantastic Woman,SPC,2038700,879,1997100,         NA,9,2018,5,55,A Fantastic Woman,NA,R,2/02/2018,100 min,Drama,Sebastián Lelio,"Sebastián Lelio (screenplay), Gonzalo Maza (screenplay)","Daniela Vega, Francisco Reyes, Luis Gnecco, Aline Küppenheim","Marina, a transgender woman who works as a waitress and moonlights as a nightclub singer, is bowled over by the death of her older boyfriend.",Spanish,"Chile, Germany, Spain, USA",Won 1 Oscar. Another 17 wins & 37 nominations.,https://m.media-amazon.com/images/M/MV5BNGJhNWM4ZjItYWRhYS00N2UzLTg3OWItOGEzOWFmMGQ1ZjlkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,72,94,86,13087,tt5639354,movie,22/05/2018,Sony Pictures Classics,http://sonyclassics.com/afantasticwoman/
68,68,A Five Star Life,MBox,352200,118,350200,         NA,9,2014,29,56,A Five Star Life,NA,NOT RATED,24/04/2013,85 min,"Drama, Romance",Maria Sole Tognazzi,"Ivan Cotroneo, Francesca Marciano, Maria Sole Tognazzi","Margherita Buy, Stefano Accorsi, Fabrizia Sacchi, Gianmarco Tognazzi","Forty-something Irene had a dream job that made her life easy: she was indeed a luxury hotel inspector and her work got carried out in a wonderful ever-renewed setting, from Paris to Gstaad...","Italian, French, English",Italy,6 wins & 12 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1NjEyNzU5M15BMl5BanBnXkFtZTgwMjgxMTgxMjE@._V1_SX300.jpg,63,66,51,1491,tt2261434,movie,3/11/2014,Music Box Films,http://www.musicboxfilms.com/AFiveStarLife
69,69,A Fool (Yi ge shao zi),CL,8800,2,8800,         NA,1,2015,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,70,A Gentleman,FIP,425600,282,425700,         NA,3,2017,34,57,A Gentleman,NA,N/A,25/08/2017,145 min,"Action, Comedy, Thriller","Krishna D.K., Raj Nidimoru","Raj Nidimoru (story), Krishna D.K. (story), Sita Menon (story), Raj Nidimoru (screenplay), Krishna D.K. (screenplay), Sumit Batheja (dialogue)","Sidharth Malhotra, Jacqueline Fernandez, Darshan Kumar, Hussain Dalal","Gaurav, a simple hard working guy for a white collar job visits Mumbai for a meeting where his doppelganger is about to bring chaos in his life.",Hindi,India,N/A,https://ia.media-imdb.com/images/M/MV5BMDFkMjlhM2ItZGVjYy00YzAyLWFmMjEtNDM5OGNmODFmMzhkXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_SX300.jpg,64,NA,NA,3728,tt5613834,movie,NA,Fox Star India,N/A
71,71,A Ghost Story,A24,1657100,768,1657200,10000,9,2017,27,58,A Ghost Story,NA,R,27/07/2017,92 min,"Drama, Fantasy, Romance",David Lowery,David Lowery,"Casey Affleck, Rooney Mara, McColm Cephas Jr., Kenneisha Thompson","In this singular exploration of legacy, love, loss, and the enormity of existence, a recently deceased, white-sheeted ghost returns to his suburban home to try to reconnect with his bereft wife.",English,USA,11 wins & 17 nominations.,https://m.media-amazon.com/images/M/MV5BMzcyNTc1ODQzMF5BMl5BanBnXkFtZTgwNTgzMzY4MTI@._V1_SX300.jpg,69,91,84,37047,tt6265828,movie,3/10/2017,Ideaman Studios,https://aghost.store/shop/welcome
72,72,A Girl Walks Home Alone at Night,KL,502000,227,479100,         NA,9,2014,46,59,A Girl Walks Home Alone at Night,NA,NOT RATED,20/04/2015,101 min,"Drama, Horror",Ana Lily Amirpour,Ana Lily Amirpour,"Sheila Vand, Arash Marandi, Marshall Manesh, Mozhan Marnò","In the Iranian ghost-town Bad City, a place that reeks of death and loneliness, the townspeople are unaware they are being stalked by a lonesome vampire.",Persian,USA,7 wins & 23 nominations.,https://m.media-amazon.com/images/M/MV5BMjMzNjMyMjU2M15BMl5BanBnXkFtZTgwMzA3NjQ0MzE@._V1_SX300.jpg,70,96,81,24712,tt2326554,movie,21/04/2015,Vice Films,http://films.vice.com/a-girl-walks-home/
73,73,A Hard Day,KL,2500,4,17600,         NA,13,2015,39,60,A Hard Day,NA,NOT RATED,29/05/2014,111 min,"Action, Crime, Thriller",Seong-hun Kim,"Seong-hun Kim, Seong-hun Kim, Hae-jun Lee (adaptation)","Sun-kyun Lee, Jin-Woong Cho, Man-sik Jeong, Jeong-geun Sin","After trying to cover up a car accident that left a man dead, a crooked homicide detective is stalked by a mysterious man claiming to have witnessed the event.",Korean,South Korea,14 wins & 14 nominations.,https://m.media-amazon.com/images/M/MV5BYThiMzE1ZWMtZDU2MC00ZmQ2LTg0ODEtMTgxNjA4MDk0ZGIzXkEyXkFqcGdeQXVyNDE2NjE1Njc@._V1_SX300.jpg,72,79,76,7217,tt3697626,movie,24/11/2015,Kino Lorber Films,http://www.kinolorber.com/film.php?id=2031
74,74,A Hard Day's Night (2014 re-release),Jan.,551200,198,551300,         NA,2,2014,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,75,A Hologram for the King,RAtt.,4473200,1926,4588700,         NA,9,2016,17,61,A Hologram for the King,NA,R,28/04/2016,98 min,"Comedy, Drama, Romance",Tom Tykwer,"Dave Eggers (novel), Tom Tykwer (screenplay)","Tom Hanks, Alexander Black, Sarita Choudhury, Sidse Babett Knudsen",A failed American sales rep looks to recoup his losses by traveling to Saudi Arabia and selling his company's product to a wealthy monarch.,"English, Arabic","UK, France, Germany, Mexico, USA",2 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTU2MzU1NTg4NV5BMl5BanBnXkFtZTgwNzQ5MjAzODE@._V1_SX300.jpg,61,73,58,32825,tt2980210,movie,9/08/2016,Roadside Attractions,N/A
76,76,A Journey Through Time with Anthony,CL,134200,30,134200,         NA,2,2015,47,NA,NA,NA,N/A,18/11/2015,122 min,"Drama, Romance",Janet Chun,N/A,"Chang Liu, Baihe Bai, Yixin Tang, Lisa Lu","In this tale of love, loss, and growing up, Anthony faces a big move. He's leaving home behind for Australia, in pursuit of a prestigious business degree. Not only is he leaving his family,...",Mandarin,China,N/A,https://ia.media-imdb.com/images/M/MV5BM2I0ODNiYzgtMTEwYi00YjRjLWIyMzItYTEyZjU5NTk2YWU0XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_SX300.jpg,52,NA,NA,84,tt4892682,movie,NA,Beijing Enlight Pictures Co.,N/A
77,77,A Kid Like Jake,IFC,41300,38,41300,         NA,5,2018,22,62,A Kid Like Jake,NA,R,1/06/2018,92 min,"Drama, Family",Silas Howard,"Daniel Pearle (adapted by), Daniel Pearle (based on play), Daniel Pearle","Claire Danes, Jim Parsons, Octavia Spencer, Priyanka Chopra",Loving parents of a four-year-old must come to terms with their child being transgender.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BODllZmMwOGItNGI4Zi00YWEzLWJmMTYtYjgwZGI5ZmY3ODdiXkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_SX300.jpg,49,52,60,656,tt6884200,movie,28/08/2018,IFC Films,N/A
