,Search,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,IMDBRating,RTRating,Metacritic,IMDBVotes,imdbID,Type,DVD,Production,Website
43,A LEGO Brickumentary,A Lego Brickumentary,NA,G,31/07/2015,93 min,Documentary,"Kief Davidson, Daniel Junge","Daniel Junge, Davis Coombe, Kief Davidson","Jason Bateman, Jamie Berard, Bryan Bonahoom, Alice Finch",A look at the global culture and appeal of the LEGO building-block toys.,"English, Portuguese","Denmark, USA",1 nomination.,https://ia.media-imdb.com/images/M/MV5BMTA5Njk2MTQ1NjBeQTJeQWpwZ15BbWU4MDM2MDA0NjUx._V1_SX300.jpg,68,52,51,1526,tt3214286,movie,NA,Radius,http://www.facebook.com/ALegoBrickumentary
44,A Little Chaos,A Little Chaos,NA,R,26/06/2015,112 min,"Drama, Romance",Alan Rickman,"Jeremy Brock, Alison Deegan, Alan Rickman","Thomas Allam, Alan Rickman, Hope Hancock, Isabella Steinbarth",Two talented landscape artists become romantically entangled while building a garden in King Louis XIV's palace at Versailles.,English,UK,2 nominations.,https://m.media-amazon.com/images/M/MV5BMjI3Mzg5ODkwM15BMl5BanBnXkFtZTgwNjc3MDMzNTE@._V1_SX300.jpg,65,45,51,16847,tt2639254,movie,4/08/2015,Focus Features,N/A
45,A Man Called Ove,A Man Called Ove,NA,PG-13,30/09/2016,116 min,"Comedy, Drama, Romance",Hannes Holm,"Hannes Holm (screenplay), Fredrik Backman (novel)","Rolf Lassgård, Bahar Pars, Filip Berg, Ida Engvoll","Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors.","Swedish, Persian",Sweden,Nominated for 2 Oscars. Another 14 wins & 21 nominations.,https://m.media-amazon.com/images/M/MV5BMDZlYjBkZWYtMmUyZS00ZmFmLThlMGQtYjdiMzFlNDkxNjZhL2ltYWdlXkEyXkFqcGdeQXVyNDU0NjMyNTQ@._V1_SX300.jpg,77,91,70,32828,tt4080728,movie,27/12/2016,Tre Vänner Produktion AB,http://sfstudios.se/
46,A Matter of Faith,A Matter of Faith,NA,PG,1/05/2016,89 min,Drama,Rich Christiano,"Dave Christiano, Rich Christiano","Jordan Trovillion, Jay Pickett, Harry Anderson, Chandler Macocha",A Christian girl goes off to college for her freshman year and begins to be influenced by her popular Biology professor who teaches that evolution is the answer to the origins of life. When...,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTU1ODcwNTE0M15BMl5BanBnXkFtZTgwMzI1MDczMjE@._V1_SX300.jpg,36,NA,NA,1109,tt2587914,movie,3/11/2015,Truman Scott Films,http://www.amatteroffaithmovie.com/
47,A Melody to Remember,A Melody to Remember,NA,N/A,21/01/2016,124 min,"Action, Drama, War",Han Lee,Woo-tak Lee,"Si-wan Im, Ko Asung, Hee-joon Lee, Re Lee","Second Lieutenant Han Sang-Yeok (Si Wan) leads his platoon during the Korean War in the early 1950s. During the war, Sang-yeok encounters a children's choir who have lost everything due to ...",Korean,South Korea,N/A,https://ia.media-imdb.com/images/M/MV5BYzMyZmU2MWUtMDQ2YS00Y2JjLTkzY2QtYTRjMzc2MzBhNzM4XkEyXkFqcGdeQXVyNDU2MDY1NjE@._V1_SX300.jpg,72,NA,NA,64,tt5093754,movie,NA,N/A,N/A
48,A Monster Calls,A Monster Calls,NA,PG-13,6/01/2017,108 min,"Animation, Drama, Fantasy",J.A. Bayona,"Patrick Ness (screenplay by), Patrick Ness (based upon the novel written by), Siobhan Dowd (from an original idea by)","Lewis MacDougall, Sigourney Weaver, Felicity Jones, Toby Kebbell",A boy seeks the help of a tree monster to cope with his single mother's terminal illness.,English,"UK, Spain, USA",38 wins & 51 nominations.,https://m.media-amazon.com/images/M/MV5BMTg1OTA5OTkyNV5BMl5BanBnXkFtZTgwODMwNDU5OTE@._V1_SX300.jpg,75,86,76,62445,tt3416532,movie,28/03/2017,Focus Features,http://www.focusfeatures.com/amonstercalls
49,A Monster with a Thousand Heads,A Monster with a Thousand Heads,NA,UNRATED,30/03/2016,74 min,"Drama, Thriller",Rodrigo Plá,Laura Santullo,"Jana Raluy, Sebastián Aguirre, Hugo Albores, Emilio Echevarría","When her insurance company refuses to approve the care her husband needs to survive, Sonia Bonet (Jan Raluy) takes things into her own hands. Up against an unyielding bureaucracy and ...",Spanish,Mexico,11 wins & 14 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BNzM2MTg3MzYwOF5BMl5BanBnXkFtZTgwMzcyMTc2ODE@._V1_SX300.jpg,65,92,71,688,tt4569240,movie,NA,Buenaventura Films,N/A
50,A Most Violent Year,A Most Violent Year,NA,R,30/01/2015,125 min,"Crime, Drama, Thriller",J.C. Chandor,J.C. Chandor,"Oscar Isaac, Elyes Gabel, Jessica Chastain, Lorna Pruce","In New York City 1981, an ambitious immigrant fights to protect his business and family during the most dangerous year in the city's history.","English, Spanish","USA, United Arab Emirates",Nominated for 1 Golden Globe. Another 15 wins & 50 nominations.,https://m.media-amazon.com/images/M/MV5BMjE4OTY4ODg3Ml5BMl5BanBnXkFtZTgwMTI1MTg1MzE@._V1_SX300.jpg,70,89,79,55964,tt2937898,movie,7/04/2015,A24,http://amostviolentyear.com/
51,A Perfect Day,A Perfect Day,NA,R,15/01/2016,106 min,"Comedy, Drama, War",Fernando León de Aranoa,"Fernando León de Aranoa, Diego Farias (collaborating writer), Paula Farias (novel)","Benicio Del Toro, Tim Robbins, Olga Kurylenko, Mélanie Thierry",A group of aid workers work to resolve a crisis in an armed conflict zone.,"English, Serbian, Spanish, French, Bosnian",Spain,1 win & 18 nominations.,https://m.media-amazon.com/images/M/MV5BMTUwNjgzOTQ4OV5BMl5BanBnXkFtZTgwMjA5OTM2NTE@._V1_SX300.jpg,68,73,60,16270,tt3577624,movie,17/05/2016,IFC Films,N/A
52,A Pigeon Sat on a Branch Reflecting on Existence,A Pigeon Sat on a Branch Reflecting on Existence,NA,PG-13,24/10/2014,101 min,"Comedy, Drama, Fantasy",Roy Andersson,Roy Andersson,"Nils Westblom, Holger Andersson, Per Bergqvist, Charlotta Larsson","Sam and Jonathan, a pair of hapless novelty salesman, embark on a tour of the human condition in reality and fantasy that unfold in a series of absurdist episodes.","Swedish, English","Sweden, Germany, Norway, France, Denmark",4 wins & 26 nominations.,https://m.media-amazon.com/images/M/MV5BODU3MTgxOTItMjRkYS00NDcwLTkyMDMtZGE4NTQwZWIzMzYwXkEyXkFqcGdeQXVyNzQxNDExNTU@._V1_SX300.jpg,70,88,81,13280,tt1883180,movie,NA,Magnolia Pictures,http://www.magpictures.com/apigeon/
53,A Quiet Passion,A Quiet Passion,NA,PG-13,7/04/2017,125 min,"Biography, Drama",Terence Davies,Terence Davies,"Emma Bell, Sara Vertongen, Rose Williams, Benjamin Wainwright","The story of American poet Emily Dickinson from her early days as a young schoolgirl to her later years as a reclusive, unrecognized artist.",English,"UK, Belgium",3 wins & 22 nominations.,https://m.media-amazon.com/images/M/MV5BZDNhNDg5ZGItMzA2YS00NDRlLWE2NTItNWQ0OGEwZGIyOTc2XkEyXkFqcGdeQXVyNDU0NjMyNTQ@._V1_SX300.jpg,66,91,77,3959,tt2392830,movie,11/07/2017,Hurricane Films,http://www.hurricanefilms.net/
54,A Quiet Place,A Quiet Place,NA,PG-13,6/04/2018,90 min,"Drama, Horror, Sci-Fi",John Krasinski,"Bryan Woods (screenplay by), Scott Beck (screenplay by), John Krasinski (screenplay by), Bryan Woods (story by), Scott Beck (story by)","Emily Blunt, John Krasinski, Millicent Simmonds, Noah Jupe","In a post-apocalyptic world, a family is forced to live in silence while hiding from monsters with ultra-sensitive hearing.","English, American Sign Language",USA,N/A,https://m.media-amazon.com/images/M/MV5BMjI0MDMzNTQ0M15BMl5BanBnXkFtZTgwMTM5NzM3NDM@._V1_SX300.jpg,77,95,82,171929,tt6644200,movie,10/07/2018,Paramount Pictures,https://www.facebook.com/AQuietPlaceMovie
55,A Space Program,A Space Program,NA,N/A,18/03/2016,72 min,"Documentary, Adventure, Drama",Van Neistat,"Hailey Gates, Van Neistat, Tom Sachs","Chris Beeston, Nick Doyle, Mary Ennarino, Hailey Gates",The artist Tom Sachs and his team of bricoleurs build a handmade space program and send two female astronauts to Mars.,English,USA,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwMDkzNTA3N15BMl5BanBnXkFtZTgwMDE5MDgwODE@._V1_SX300.jpg,67,NA,72,33,tt4630158,movie,NA,N/A,N/A
56,A United Kingdom,A United Kingdom,NA,PG-13,10/02/2017,111 min,"Biography, Drama, Romance",Amma Asante,"Guy Hibbert (screenplay by), Susan Williams (based upon the book 'Colour Bar' by)","David Oyelowo, Rosamund Pike, Tom Felton, Jack Davenport","The story of King Seretse Khama of Botswana and how his loving but controversial marriage to a British white woman, Ruth Williams, put his kingdom into political and diplomatic turmoil.","Tswana, English","Czech Republic, UK, USA, France",1 win & 4 nominations.,https://m.media-amazon.com/images/M/MV5BNDUyNzE1MTAxNF5BMl5BanBnXkFtZTgwODU1Mzk5OTE@._V1_SX300.jpg,68,84,65,10741,tt3387266,movie,6/06/2017,Harbinger Pictures,http://www.aunitedkingdomfilm.com/
57,A War,A War,NA,R,10/09/2015,115 min,"Crime, Drama, War",Tobias Lindholm,Tobias Lindholm,"Pilou Asbæk, Tuva Novotny, Søren Malling, Charlotte Munck","The story of a Danish commander, who is accused of civil murder in Afghanistan, while trying to save his squad.","Danish, Arabic, English","Denmark, France",Nominated for 1 Oscar. Another 7 wins & 25 nominations.,https://m.media-amazon.com/images/M/MV5BMjA1ODY3NjQzNV5BMl5BanBnXkFtZTgwNjEzNTUxNzE@._V1_SX300.jpg,71,NA,81,7719,tt3830162,movie,NA,N/A,N/A
58,A Woman's Life,A Woman's Life,NA,NOT RATED,16/11/2016,119 min,Drama,Stéphane Brizé,"Stéphane Brizé (scenario), Florence Vignon (scenario), Guy de Maupassant (novel)","Judith Chemla, Jean-Pierre Darroussin, Yolande Moreau, Swann Arlaud",A fragmented account of the life of Jeanne as she sets out on the path of adult life and gradually experiences the harsh realities of a woman's life in the 19th-century.,"French, Latin","France, Belgium",2 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BMGJkNDBmZTQtMDFhOS00MGQ5LTk4M2MtYzVmZjhmMjc4M2I2XkEyXkFqcGdeQXVyODM3MjA1NA@@._V1_SX300.jpg,66,NA,74,685,tt5078134,movie,NA,N/A,N/A
59,"A Woman, a Part","A Woman, a Part",NA,NOT RATED,22/03/2017,97 min,Drama,Elisabeth Subrin,Elisabeth Subrin,"Maggie Siff, Dagmara Dominczyk, Khandi Alexander, John Ortiz","An exhausted, workaholic actress, Anna Baskin, 44, abruptly extricates herself from a successful but mind-numbing TV role, returning to her past life in New York to reinvent herself.",English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BNTdjY2VhNWMtNmE3Yi00NmIxLTk3MTQtYzliNGIxMzE5ODg5XkEyXkFqcGdeQXVyNTQwMDA5NTg@._V1_SX300.jpg,54,NA,66,324,tt4637878,movie,NA,N/A,N/A
60,A Wrinkle in Time,A Wrinkle in Time,NA,PG,9/03/2018,109 min,"Adventure, Family, Fantasy",Ava DuVernay,"Jennifer Lee (screenplay by), Jeff Stockwell (screenplay by), Madeleine L'Engle (based upon the novel by)","Storm Reid, Oprah Winfrey, Reese Witherspoon, Mindy Kaling","After the disappearance of her scientist father, three peculiar beings send Meg, her brother, and her friend to space in order to find him.",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BMjMxNjQ5MTI3MV5BMl5BanBnXkFtZTgwMjQ2MTAyNDM@._V1_SX300.jpg,42,40,53,23319,tt1620680,movie,5/06/2018,Walt Disney Pictures,http://movies.disney.com/a-wrinkle-in-time
61,Abacus: Small Enough to Jail,Abacus: Small Enough to Jail,NA,NOT RATED,7/07/2017,88 min,Documentary,Steve James,N/A,"Neil Barofsky, Ti-Hua Chang, Margaret Colin, Justin Deas",A small financial institution called Abacus becomes the only company criminally indicted in the wake of the United States' 2008 mortgage crisis.,English,USA,Nominated for 1 Oscar. Another 5 wins & 11 nominations.,https://m.media-amazon.com/images/M/MV5BYTZkNGI4YWItNjY2ZS00NjVkLWEyZDMtYmZkOGVkYWZlNGE4XkEyXkFqcGdeQXVyMjM2NDc3OTU@._V1_SX300.jpg,72,93,73,2092,tt5952382,movie,NA,Kartemquin Films,http://www.abacusmovie.com/
62,About Elly,About Elly,NA,N/A,6/06/2009,119 min,"Drama, Mystery, Thriller",Asghar Farhadi,"Asghar Farhadi (screenplay), Azad Jafarian (story), Asghar Farhadi (story)","Golshifteh Farahani, Shahab Hosseini, Taraneh Alidoosti, Merila Zare'i",The mysterious disappearance of a kindergarten teacher during a picnic in the north of Iran is followed by a series of misadventures for her fellow travelers.,"Persian, German","Iran, France",16 wins & 13 nominations.,https://m.media-amazon.com/images/M/MV5BMTQ0MzQxODQ0MV5BMl5BanBnXkFtZTgwNTQ0NzY4NDE@._V1_SX300.jpg,81,99,87,34635,tt1360860,movie,31/08/2015,Cinema Guild,http://www.aboutelly.com
63,Above and Beyond,Above and Beyond,NA,APPROVED,2/01/1953,122 min,"Action, Biography, Drama","Melvin Frank, Norman Panama","Beirne Lay Jr. (story), Melvin Frank, Norman Panama, Beirne Lay Jr.","Robert Taylor, Eleanor Parker, James Whitmore, Larry Keating",Col. Paul Tibbetts piloted the plane that dropped the atomic bomb on Hiroshima in World War 2.,English,USA,Nominated for 2 Oscars. Another 1 win & 2 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BYTQyODVkY2EtNDc2Yi00ODUyLTk2NjgtYzE5YmVmMzczYmIzL2ltYWdlXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg,70,NA,NA,855,tt0044324,movie,22/06/1994,MGM,N/A
64,Absolutely Anything,Absolutely Anything,NA,R,12/05/2017,85 min,"Comedy, Sci-Fi",Terry Jones,"Terry Jones (screenplay), Gavin Scott (screenplay)","Simon Pegg, Kate Beckinsale, Sanjeev Bhaskar, Rob Riggle","A group of eccentric aliens confer a human being with the power to do absolutely anything, as an experiment.","English, French","UK, USA",N/A,https://m.media-amazon.com/images/M/MV5BMjMxNTQ1NDgyOF5BMl5BanBnXkFtZTgwMjMxNjU0NjE@._V1_SX300.jpg,60,19,31,31506,tt1727770,movie,27/06/2017,Atlas Distribution,https://www.absolutelyanythingmovie.com/
65,Absolutely Fabulous: The Movie,Absolutely Fabulous: The Movie,NA,R,22/07/2016,91 min,"Comedy, Crime",Mandie Fletcher,Jennifer Saunders (screenplay),"Lulu, Gwendoline Christie, Jennifer Saunders, Joanna Lumley","After attracting both media and police attention for accidentally knocking Kate Moss into the River Thames, Edina and Patsy hide out in the south of France.","English, French","UK, USA",1 win & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMjI4NDI5MDg2OV5BMl5BanBnXkFtZTgwNzA5ODQ3ODE@._V1_SX300.jpg,54,59,59,9999,tt2112096,movie,29/11/2016,DJ Films,http://www.absolutelyfabulousthemovie.co.uk/
66,"Accidental Courtesy: Daryl Davis, Race & America","Accidental Courtesy: Daryl Davis, Race & America",NA,N/A,23/02/2017,96 min,"Documentary, Biography, History",Matthew Ornstein,N/A,Daryl D. Davis,"Daryl Davis is an accomplished musician who was played all over the world. He also has an unusual hobby, particularly for a middle aged black man. When not displaying his musical chops, ...",English,USA,2 wins & 3 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BYTczMTJmOTctMWM0NC00NTQwLWE4OGUtMTkxNDU0NDk3ZjhhXkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_SX300.jpg,77,83,63,605,tt5390430,movie,NA,Sound & Vision,http://www.accidentalcourtesy.com/
67,Action Point,Action Point,NA,R,1/06/2018,85 min,Comedy,Tim Kirkby,"John Altschuler (screenplay by), Dave Krinsky (screenplay by), Johnny Knoxville (story by), Derek Freda (story by), John Altschuler (story by), Dave Krinsky (story by), Mike Judge (story by)","Johnny Knoxville, Eleanor Worthington-Cox, Brigette Lundy-Paine, Susan Yeagley",A daredevil designs and operates his own theme park with his friends.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjEyMTU5MTk1N15BMl5BanBnXkFtZTgwMzIzMzczNTM@._V1_SX300.jpg,49,20,37,1308,tt6495770,movie,NA,Paramount Pictures,N/A
68,Adderall Diaries,The Adderall Diaries,NA,R,10/03/2016,87 min,"Crime, Drama, Thriller",Pamela Romanowsky,"Pamela Romanowsky, Stephen Elliott (based on the book by)","James Franco, Ed Harris, Amber Heard, Jim Parrack","Elliot, a troubled former successful writer decides to write about a missing wife and the following murder trial of her husband.",English,USA,2 nominations.,https://ia.media-imdb.com/images/M/MV5BMDE1OWEyOTYtNjRlYy00MDhiLWE1NzMtNjc0MmZkZjQyZWY0XkEyXkFqcGdeQXVyMjc0MjUzMzU@._V1_SX300.jpg,52,20,42,3053,tt1735907,movie,5/07/2016,A24 and DIRECTV,http://adderalldiaries-movie.com/
69,Adrift,Adrift,NA,PG-13,1/06/2018,96 min,"Action, Adventure, Drama",Baltasar Kormákur,"Aaron Kandell (screenplay by), Jordan Kandell (screenplay by), David Branson Smith (screenplay by), Tami Ashcraft (based on the book by), Susea McGearhart (based on the book with)","Shailene Woodley, Sam Claflin, Grace Palmer, Jeffrey Thomas","A true story of survival, as a young couple's chance encounter leads them first to love, and then on the adventure of a lifetime as they face one of the most catastrophic hurricanes in recorded history.","English, French","USA, Hong Kong, Iceland",N/A,https://m.media-amazon.com/images/M/MV5BMTkxMTI2MjE4OF5BMl5BanBnXkFtZTgwMjIyODQzNTM@._V1_SX300.jpg,67,73,56,7615,tt6306064,movie,21/08/2018,STXfilms,http://facebook.com/adriftmovie
70,Adult Beginners,Adult Beginners,NA,R,24/04/2015,92 min,"Comedy, Drama",Ross Katz,"Nick Kroll (story), Jeff Cox (story), Liz Flahive (story), Jeff Cox (screenplay), Liz Flahive (screenplay)","Rose Byrne, Nick Kroll, Bobby Cannavale, Joel McHale","A young, narcissistic entrepreneur crashes and burns on the eve of his company's big launch. With his entire life in total disarray, he leaves Manhattan to move in with his estranged ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTY1NTI4NDU5Ml5BMl5BanBnXkFtZTgwOTYwMDcyNTE@._V1_SX300.jpg,56,47,57,7190,tt3318750,movie,4/08/2015,Radius,http://radiustwc.com/releases/adult-beginners/
71,Advanced Style,Advanced Style,NA,N/A,9/05/2014,72 min,"Documentary, Biography, Comedy",Lina Plioplyte,"Ari Cohen, Lina Plioplyte","Joyce Carpati, Ari Cohen, Lynn Dell, Zelda Kaplan",Advanced Style examines the lives of seven unique New Yorkers whose eclectic personal style and vital spirit have guided their approach to aging.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjM1MDc0NTE1NV5BMl5BanBnXkFtZTgwNzY0ODMzMjE@._V1_SX300.jpg,73,89,66,862,tt3268030,movie,6/10/2014,BOND/360,http://advancedstylefilm.com/
72,Aferim!,Aferim!,NA,NOT RATED,22/01/2016,108 min,"Adventure, Comedy, Drama",Radu Jude,"Radu Jude (screenplay), Florin Lazarescu","Teodor Corban, Mihai Comanoiu, Toma Cuzin, Alexandru Dabija","Set in early 19th century Romania, a policeman, Costandin, is hired by a nobleman to find a Gypsy slave who has run away from his estate after having an affair with his wife.","Romanian, Turkish, Romany","Romania, Bulgaria, Czech Republic, France",23 wins & 7 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BNTgxNjA5MDkzNF5BMl5BanBnXkFtZTgwMTUyNzA5NDE@._V1_SX300.jpg,77,NA,84,5257,tt4374460,movie,NA,N/A,N/A
73,After Auschwitz,After Auschwitz,NA,N/A,25/03/2017,83 min,Documentary,Jon Kean,"Deborah Blum, Jon Kean","Eva Beckmann, Rena Drexler, Renee Firestone, Erika Jacoby","""You're free. Go home"" Most Holocaust films end with these words, the very words that survivors heard at liberation. After Auschwitz begins with these words, inviting audiences to ...",English,"Poland, USA",N/A,https://m.media-amazon.com/images/M/MV5BMTQyYWEwNWMtZWIyNy00NjBmLWIyNmMtNGRmMWU1ZmYxYzkxXkEyXkFqcGdeQXVyMTM5MzY0NjI@._V1_SX300.jpg,68,NA,74,40,tt6079976,movie,NA,N/A,N/A
74,After Love,After Love,NA,N/A,9/08/2017,100 min,Drama,Joachim Lafosse,"Fanny Burdino (dialogue), Fanny Burdino (screenplay), Joachim Lafosse (dialogue), Joachim Lafosse (screenplay), Mazarine Pingeot (dialogue), Mazarine Pingeot (screenplay), Thomas van Zuylen (collaboration)","Bérénice Bejo, Cédric Kahn, Marthe Keller, Jade Soentjens","After 15 years of marriage, a couple with two kids is about to divorce. Until the husband find a new place to live, they have to cohabit, and figure out how to share their belongings.",French,"France, Belgium",3 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BNzQ1MTg2ODkxMV5BMl5BanBnXkFtZTgwNjI3OTE4MjI@._V1_SX300.jpg,65,89,66,1462,tt4746484,movie,21/11/2017,Distrib Films US,http://www.distribfilmsus.com/our-movies/afterlove/
75,After The Ball,After the Ball,NA,NOT RATED,24/04/2015,101 min,Comedy,Sean Garrity,"Jason Sherman (screenplay), Kate Melville (screenplay), Jason Sherman (story), Lana Griffin (story editor), Katie Ford (story consultant), Diane Flacks (story consultant), Albert Howell (story consultant), Rob Stefaniuk (story consultant), Sarah Constible (story consultant)","Portia Doubleday, Marc-André Grondin, Chris Noth, Lauren Holly","After a young fashion designer runs afoul of her corrupt stepmother and stepsisters, she dons a disguise to help save the family business for her father.","English, French, Italian",Canada,1 nomination.,https://ia.media-imdb.com/images/M/MV5BODAxMjgyNzc3OV5BMl5BanBnXkFtZTgwNTMzNDgxNDE@._V1_SX300.jpg,59,27,39,2383,tt3717016,movie,24/08/2015,Pacific Northwest Pictures,http://www.aftertheballmovie.com/
